카테고리,회사명,제품,가격,사용시간,흡입력
핸디스틱청소기,샤오미,G10,241930,65.0,250
핸디스틱청소기,마끼다,DCL181,67350,40.0,53
핸디스틱청소기,일렉트로룩스,WELL Q7 WQ71-2OIB,232390,50.0,
핸디스틱청소기,일렉트로룩스,WELL Q7 WQ71-2BSWF,338000,50.0,
핸디스틱청소기,LG전자,오브제컬렉션 코드제로 A9S AT9201WB,699470,60.0,210
핸디스틱청소기,삼성전자,비스포크 제트 AI VS25C970DW,1230620,60.0,250
핸디스틱청소기,마끼다,DCL182ZW,57010,40.0,54
핸디스틱청소기,쎈스톰,에어쎈 EVC-A010ARD,115640,35.0,
핸디스틱청소기,테팔,엑스포스 8.60 라이트 TY9635KO,235900,45.0,
핸디스틱청소기,신일전자,SVC-PB195BUP,93930,35.0,
핸디스틱청소기,퍼피유,T12 Pro Rinse,429140,70.0,260
핸디스틱청소기,삼성전자,제트 VS20T92P8SD,521770,60.0,200
핸디스틱청소기,다이슨,디지털 슬림 플러피+,852210,40.0,100
핸디스틱청소기,일렉트로룩스,Well Q8 WQ81-3OMBF,298880,53.0,
핸디스틱청소기,일렉트로룩스,퓨어 Q9 파워프로 PQ92-3BWF,366820,53.0,
핸디스틱청소기,샤오미,TROUVER POWER 12,168370,60.0,220
핸디스틱청소기,삼성전자,제트 VS15R8500BF,392700,40.0,150
핸디스틱청소기,삼성전자,비스포크 제트 VS20B957G5,855590,60.0,220
핸디스틱청소기,LG전자,코드제로 A9S AT9571IB,1002430,60.0,210
핸디스틱청소기,캐치웰,C10,161670,30.0,
핸디스틱청소기,삼성전자,제트 VS20T9278S3,429890,60.0,200
핸디스틱청소기,비브르,스톰파워 VE30,172950,40.0,250
핸디스틱청소기,테팔,에어포스360라이트 아쿠아 TY5586,442860,28.0,
핸디스틱청소기,보랄,X10 BR-H490RV,88290,25.0,130
핸디스틱청소기,마끼다,DCL281FZW,135270,20.0,82
핸디스틱청소기,일렉트로룩스,ZB3301,159000,42.0,
핸디스틱청소기,테팔,에어포스 라이트 TY6541KM,128000,30.0,
핸디스틱청소기,삼성전자,비스포크 제트 AI VS28C973GSK,1579990,80.0,280
핸디스틱청소기,신일전자,SVC-PB220WU,91170,35.0,
핸디스틱청소기,블랙앤데커,TPD1810BGEXT,114000,13.0,
핸디스틱청소기,다이슨,V11 220AW 컴플리트,1054750,60.0,220
핸디스틱청소기,삼성전자,에어본 VC-PS86,122380,15.0,
핸디스틱청소기,아이룸,제우스 i30,179000,40.0,300
핸디스틱청소기,예다움,제네스 H83BL,54050,45.0,115
핸디스틱청소기,블랙앤데커,파워 익스트림 TBSV2020,153930,60.0,40
핸디스틱청소기,다이슨,옴니 글라이드 컴플리트+,538490,20.0,50
핸디스틱청소기,아이룸,RS1,137990,40.0,250
핸디스틱청소기,코슬리,스위트 KV-17IV,89000,,170
핸디스틱청소기,일렉트로룩스,에르고라피도 클래식 ZB3501EB,182350,30.0,
핸디스틱청소기,일렉트로룩스,에르고라피도 파워프로 ZB3414AK,184990,48.0,
핸디스틱청소기,오아,OA-CL010,74900,25.0,130
핸디스틱청소기,LG전자,코드제로 A9 A9100N,567970,50.0,140
핸디스틱청소기,베이스어스,H5,81490,30.0,160
핸디스틱청소기,캐치웰,미니제트,89100,20.0,150
핸디스틱청소기,신일전자,SVC-R60BCK,49760,20.0,60
핸디스틱청소기,삼성전자,비스포크 제트 VS20A956A3P,506540,60.0,210
핸디스틱청소기,샤오미,지미 JV85 프로,138220,70.0,250
핸디스틱청소기,테팔,엑스퍼트 3.60 TY6974,186470,45.0,
핸디스틱청소기,샤오미,드리미 T10,199000,60.0,200
핸디스틱청소기,샤오미,유핀 CL99,34270,50.0,
핸디스틱청소기,DIBEA,차이슨 ALLNEW22000 (2022년형),199000,40.0,350
핸디스틱청소기,샤오미,미지아 B201CN,129630,40.0,
핸디스틱청소기,모모픽,MAX300,178000,40.0,300
핸디스틱청소기,일렉트로룩스,퓨어 Q9 파워프로 PQ92-3EMF,344420,53.0,
핸디스틱청소기,테팔,엑스퍼트 3.60 플러피 TY6964,280200,45.0,
핸디스틱청소기,아이룸,트윈파워 MAX,145000,,
핸디스틱청소기,비브르,스톰파워 VE12,117900,40.0,120
핸디스틱청소기,삼성전자,제트 VS20T9258SDCC,548870,60.0,200
핸디스틱청소기,모모픽,MAX200,138000,40.0,200
핸디스틱청소기,작스제로,XAX 0,271810,40.0,290
핸디스틱청소기,LG전자,오브제컬렉션 코드제로 A9 AU9472WD,1101950,60.0,220
핸디스틱청소기,LG전자,코드제로 A9S AT9300IA,699390,60.0,200
핸디스틱청소기,보만,VC7210,49790,,
핸디스틱청소기,샤오미,미지아 K10 프로,348990,65.0,150
핸디스틱청소기,한샘,스톰건 V12 VC-R201,107000,35.0,200
핸디스틱청소기,에어메이드,THE 500+ AMC-4500,249000,60.0,
핸디스틱청소기,일렉트로룩스,얼티밋홈 700 EFS71423,569860,53.0,
핸디스틱청소기,보랄,큐텐 BR-Q390RV,62800,,
핸디스틱청소기,신일전자,SVC-DC2200SK,125400,35.0,
핸디스틱청소기,코코민트,트윈파워 OP-030,127980,40.0,230
핸디스틱청소기,일렉트로룩스,에르고라피도 ZB3311,238990,48.0,
핸디스틱청소기,기펠,듀얼 글라이드 360 P11,427800,30.0,230
핸디스틱청소기,다이슨,V15 디텍트 앱솔루트 엑스트라,1190000,60.0,240
핸디스틱청소기,스위스밀리터리,에어슬림 SMA-BV2200,195000,30.0,170
핸디스틱청소기,아이닉,i20,199000,50.0,250
핸디스틱청소기,쿠쿠전자,파워클론 CVC-AE1420,240870,35.0,140
핸디스틱청소기,보아르,포스 B25 Pro,198000,60.0,300
핸디스틱청소기,일렉트로룩스,ZB3302AK,189000,42.0,
핸디스틱청소기,로헨,L30,169000,50.0,350
핸디스틱청소기,삼성전자,비스포크 제트 VS20A957E2,708990,60.0,210
핸디스틱청소기,삼성전자,제트 VS20T9253QD,417600,60.0,200
핸디스틱청소기,LG전자,오브제컬렉션 코드제로 A9S AT9271,875970,60.0,210
