Pass/Fail,Sensor_23,Sensor_40,Sensor_59,Sensor_81,Sensor_116,Sensor_247,Sensor_294,Sensor_471,Sensor_510,Sensor_562
-1,-6000.5,76.52,15.59685,-0.0301,0.9909,0.11042077464788733,787.0352,12.0556,62.6959,259.346
-1,-3929.0,76.52,15.59685,-0.0092,0.9907,0.11042077464788733,131.0328,12.2571,77.2118,262.72968315301387
-1,-3614.5,67.9049092676604,-8.2255,-0.0174,0.9911,0.053373591549295774,218.977,11.9746,76.815,261.436
-1,-3992.25,78.68,15.59685,-0.0125,0.9904,0.11042077464788733,251.8152,12.9399,118.77044999999998,259.98
-1,-1938.5,76.33,8.6673,-0.0192,0.9905,0.053373591549295774,912.5788,5.1356,76.5957,263.184
-1,-1363.875,72.29,3.8509,-0.0099,0.9909,0.053373591549295774,261.3899,8.5949,99.389,264.724
-1,-2838.5,76.67,-13.66915,-0.0471,0.9909,0.053373591549295774,912.5788,8.1614,87.3016,259.704
-1,-6375.125,76.33,-6.4836,-0.0259,0.9908,0.053373591549295774,307.0814,13.5601,115.3488,264.488
-1,-4070.5,78.25,-11.2182,-0.031,0.9909,0.053373591549295774,289.5748,8.7713,65.2361,262.48400000000004
-1,-4426.75,76.52,15.59685,-0.0279999999999999,0.9908,0.11042077464788733,78.6824,9.0952,116.5829,262.72968315301387
-1,-3761.0,78.68,15.59685,-0.0261,0.9908,0.0987,242.5385,10.4369,100.7557,262.72968315301387
-1,-1363.875,74.57,5.1345,-0.0368,0.9908,0.11042077464788733,912.5788,17.2001,103.3333,262.72968315301387
-1,-3894.0,76.52,15.59685,-0.0182,0.9904,0.0545,157.6283,9.9532,45.0704,262.72968315301387
-1,-3754.25,78.68,15.59685,-0.027,0.9909,0.0418,160.0125,11.6262,92.2034,260.506
-1,-3657.6667,63.93999999999998,15.59685,-0.012,0.9904,0.11042077464788733,85.5117,6.9812,70.6306,266.512
-1,-3881.0,78.68,15.59685,-0.0139,0.9907,0.0463,226.7532,11.7576,101.4634,262.72968315301387
-1,-3507.75,63.93999999999998,15.59685,-0.0519,0.9906,0.0623,138.3652,3.6042,42.5721,261.406
-1,-4844.75,63.93999999999998,15.59685,-0.0133,0.9867000000000001,0.0249,262.1558,8.4532,85.3333,265.482
-1,-6375.125,74.21,15.59685,-0.0539,0.9906,0.0252,161.0756,3.5491,64.6809,266.69
-1,-2537.25,63.93999999999998,15.59685,-0.0188,0.9907,0.0471,235.0736,8.2759,73.0097,265.176
-1,-4319.5,63.93999999999998,15.59685,-0.0097,0.9908,0.11042077464788733,547.3855,3.6091,27.8607,262.974
-1,-5798.5,74.21,15.59685,-0.0267,0.9867000000000001,0.11042077464788733,188.0257,4.2878,49.8168,262.72968315301387
-1,-3898.75,76.69,15.59685,-0.0079,0.9908,0.0705,296.1948,7.5951,118.77044999999998,266.384
-1,-3701.0,63.93999999999998,15.59685,-0.004,0.9867000000000001,0.0279999999999999,159.7561,2.8048,118.77044999999998,265.14
-1,-4639.0,73.32,15.59685,-0.017,0.9902,0.0273,129.2878,7.8631,66.7932,259.02
-1,-4055.25,78.13,15.59685,-0.0114,0.9915,0.0459,93.6425,4.3325,78.0045,262.72968315301387
-1,-6176.0,63.93999999999998,15.59685,-0.0143,0.9903,0.11042077464788733,297.0874,8.9105,68.5714,262.72968315301387
-1,-2423.0,74.21,15.59685,-0.0232,0.9904,0.11042077464788733,912.5788,5.0632,118.77044999999998,262.482
-1,-3410.75,63.93999999999998,15.59685,-0.056650000000000006,0.9867000000000001,0.0641,328.8539,2.454,77.2727,261.54200000000003
-1,-3935.75,73.32,15.59685,-0.0236,0.9904,0.0462,329.8428,4.6301,54.6185,259.444
-1,-4010.5,79.48,8.9136,-0.0054,0.9903,0.11042077464788733,109.1402,4.4555,93.9683,260.67400000000004
-1,-4084.75,65.55,8.9418,-0.0184,0.9867000000000001,0.0748,230.26,6.5655,118.77044999999998,266.36400000000003
-1,-3748.25,76.73,6.9918,-0.0281,0.9909,0.11042077464788733,912.5788,6.3718,58.1498,260.60400000000004
-1,-6375.125,65.55,15.59685,-0.035,0.9867000000000001,0.021,249.8059,7.2693,77.1084,262.978
-1,-3705.5,74.19,15.59685,-0.0284,0.9867000000000001,0.11042077464788733,890.0589,6.2567,118.77044999999998,265.584
-1,-3737.6667,76.52,15.59685,-0.0082,0.9901,0.11042077464788733,105.56,7.4153,88.665,263.738
-1,-3836.0,63.93999999999998,10.08,-0.0155,0.9909,0.0337,511.4224,6.3355,82.243,257.1109999999999
-1,-2017.0,74.19,3.9055,-0.0271,0.9867000000000001,0.0182,123.6888,5.7812,61.7647,263.176
-1,-3910.25,76.52,15.59685,-0.015,0.9903,0.0255,157.5108,8.6332,79.661,262.826
-1,-2124.0,76.69,15.59685,-0.0053,0.9904,0.0353,142.3713,5.2618,113.0667,262.72968315301387
-1,-3999.75,73.32,15.0182,-0.023,0.9867000000000001,0.11042077464788733,385.1401,6.7547,62.5793,265.404
-1,-4494.5,78.13,15.59685,0.0003,0.9867000000000001,0.11042077464788733,262.4481,9.8023,89.6861,264.93
-1,-5096.75,72.29,10.2109,-0.0244,0.9903,0.0191,257.6436,7.862999999999999,93.3333,262.72968315301387
-1,-3916.25,76.67,-13.66915,-0.056650000000000006,0.9902,0.053373591549295774,912.5788,12.0888,52.0179,265.006
-1,-3602.25,73.32,15.59685,-0.0075,0.9907,0.0224,74.6458,7.2761,104.2424,257.1109999999999
-1,-3895.5,73.32,15.59685,-0.0093,0.9867000000000001,0.11042077464788733,242.0708,4.9059,46.9751,263.258
-1,-3795.6667,63.93999999999998,15.59685,-0.0475,0.9905,0.0667,55.4527,6.2466,64.1711,258.464
-1,-3100.5,74.21,15.59685,-0.0423,0.9905,0.0579999999999999,282.5684,5.4252,83.3747,257.1109999999999
-1,-2798.0,63.93999999999998,15.59685,0.0054,0.9907,0.0568,207.2768,8.4777,56.0886,260.53
-1,-4245.0,74.21,15.59685,-0.0159,0.9905,0.0421,168.8481,7.2308,46.9636,261.302
-1,-4445.75,78.68,-9.2836,-0.0228,0.9904,0.053373591549295774,171.543,5.1581,118.77044999999998,259.52
-1,-4781.3333,78.68,-13.66915,-0.0219,0.9903,0.053373591549295774,148.1517,6.4458,103.8674,260.87
-1,-5198.5,74.21,15.59685,-0.0184,0.9908,0.0516,203.2312,8.3787,78.6885,260.452
-1,-2018.0,63.93999999999998,-8.3127,-0.0063,0.9906,0.0397,912.5788,12.7009,77.7494,265.688
-1,-1363.875,74.8,5.3382,-0.0292,0.9907,0.0507,912.5788,9.1746,56.4706,264.136
-1,-5095.75,63.93999999999998,15.59685,-0.0192,0.9907,0.0853,257.241,2.4026,110.5691,257.1109999999999
-1,-6202.25,63.93999999999998,15.59685,-0.0149,0.9867000000000001,0.0427,100.9042,3.1932,85.7645,260.17
-1,-4064.25,74.19,15.59685,-0.0133,0.9904,0.11042077464788733,912.5788,6.0239,116.5563,262.838
-1,-1363.875,76.52,15.59685,-0.0214,0.9905,0.11042077464788733,218.355,8.7255,58.5714,257.1109999999999
-1,-3760.0,78.27,-13.66915,-0.005,0.9903,0.053373591549295774,912.5788,13.4782,54.8885,262.948
-1,-5351.5,78.68,-7.5382,-0.0135,0.9905,0.053373591549295774,207.8565,4.5464,66.4311,260.72
-1,-3670.5,74.27,4.3109,-0.056650000000000006,0.991,0.053373591549295774,183.4966,10.1743,118.77044999999998,262.72968315301387
-1,-3479.0,63.93999999999998,15.59685,-0.0182,0.9907,0.0933,247.8266,4.2592,66.5169,265.82
-1,-6375.125,79.42,15.59685,-0.0189,0.9901,0.11042077464788733,845.2847,5.8846,86.8035,260.994
-1,-3972.0,78.31,-3.2509,-0.0335,0.9907,0.053373591549295774,87.3284,3.4222,118.77044999999998,261.956
-1,-4318.5,72.29,0.2309,-0.0304,0.9894,0.053373591549295774,249.2861,8.8288,65.1163,263.664
-1,-2991.75,67.38,-1.5664,-0.0167,0.9901,0.11042077464788733,247.4975,7.1904,117.2237,258.524
-1,-3636.25,79.06,14.6455,-0.0245,0.9902,0.0503,554.631,5.2239,97.7778,257.318
-1,-6121.25,63.93999999999998,9.6745,-0.0192,0.9904,0.0324,261.0037,9.9289,118.77044999999998,263.3
-1,-4487.5,79.06,9.8418,-0.011,0.9905,0.0193,273.675,4.5064,68.046,259.262
-1,-2847.25,78.27,-5.8682,-0.0498,0.9905,0.053373591549295774,912.5788,14.7729,79.5411,262.72968315301387
-1,-4065.5,78.68,-12.1373,-0.018,0.9907,0.053373591549295774,524.1084,4.9924,63.8037,261.04
-1,-3404.75,79.42,12.8364,-0.0217,0.9905,0.11042077464788733,584.9732,4.1484,81.10600000000001,257.1109999999999
-1,-5189.25,79.06,9.4982,-0.0314,0.99,0.11042077464788733,484.5596,5.3322,61.5385,258.496
-1,-3830.25,79.06,15.1073,-0.006,0.9903,0.11042077464788733,90.4986,4.0033,93.8462,258.752
-1,-3067.0,74.19,15.59685,-0.0332,0.991,0.11042077464788733,357.167,8.7322,118.77044999999998,263.956
-1,-3032.5,63.93999999999998,15.59685,-0.012,0.9905,0.11042077464788733,540.2422,15.46,118.77044999999998,262.72968315301387
-1,-3071.5,63.93999999999998,4.6609,-0.0164,0.9906,0.0711,912.5788,8.1859,118.77044999999998,261.2
-1,-3003.25,63.93999999999998,15.59685,-0.0209,0.9905,0.11042077464788733,193.3055,4.7961,118.77044999999998,268.474
-1,-4947.75,74.19,15.59685,-0.0507,0.9899,0.0496,189.1197,6.2063,113.6364,257.1109999999999
-1,-2739.5,63.93999999999998,15.59685,-0.0163,0.9901,0.026,258.6877,3.2417,118.77044999999998,257.1109999999999
-1,-4492.0,78.31,-13.1245,-0.0191,0.991,0.053373591549295774,146.5159,8.4479,118.77044999999998,264.272
-1,-4419.75,74.84,-10.8745,-0.022,0.9907,0.053373591549295774,115.5058,9.8062,41.6185,262.72968315301387
-1,-3767.25,78.31,-13.3573,-0.0244,0.9904,0.053373591549295774,132.9997,4.4267,84.5666,264.272
-1,-4785.25,64.83,-2.2809,-0.0307,0.9906,0.053373591549295774,189.4789,14.8096,89.3204,264.272
-1,-3406.75,78.31,0.3764,-0.0289999999999999,0.9902,0.053373591549295774,209.1746,14.7621,69.0647,257.1109999999999
-1,-1978.75,67.9049092676604,-10.1291,-0.0139,0.9908,0.053373591549295774,912.5788,6.7432,86.7725,262.72968315301387
-1,-3851.5,64.83,-11.4709,0.0007,0.9907,0.053373591549295774,142.205,4.8141,118.77044999999998,257.1109999999999
-1,-3438.25,76.33,3.8964,-0.052,0.9904,0.053373591549295774,912.5788,5.1496,64.9652,262.72968315301387
-1,-5291.0,76.99,0.4836,-0.0066,0.9906,0.11042077464788733,334.0245,6.0586,118.77044999999998,262.72968315301387
-1,-6375.125,78.67,10.0236,-0.0164,0.9915,0.0752,268.5542,5.2741,60.1626,262.684
-1,-3998.25,77.67,8.0636,-0.0143,0.9905,0.0216,912.5788,4.2068,56.7164,262.798
-1,-2691.25,63.93999999999998,2.0427,-0.0135,0.9903,0.0805,192.5141,6.2414,101.8182,262.72968315301387
-1,-4187.25,78.11,15.59685,-0.056650000000000006,0.9908,0.0593,912.5788,7.6161,118.77044999999998,262.938
-1,-4607.5,76.99,3.28,-0.0136,0.9905,0.0174,112.5152,6.5908,118.77044999999998,259.348
-1,-1938.0,76.33,9.2527,-0.0103,0.9907,0.053373591549295774,912.5788,4.7537,95.5975,262.72968315301387
-1,-2003.75,67.9049092676604,-13.66915,-0.018,0.9908,0.053373591549295774,912.5788,5.4148,33.383,260.79400000000004
-1,-4081.25,78.68,-9.4964,-0.0276,0.9915,0.053373591549295774,163.0951,4.3487,86.8217,261.33
-1,-3744.0,74.84,-7.9627,-0.0187,0.9907,0.053373591549295774,210.8876,10.3823,118.77044999999998,262.72968315301387
-1,-5767.0,63.93999999999998,1.1173,-0.0073,0.9903,0.0262,285.3781,5.0205,118.77044999999998,262.72968315301387
-1,-4088.0,78.67,8.3918,-0.0336,0.9901,0.0454,421.7851,11.089,68.6695,263.254
-1,-5278.75,74.84,-13.66915,-0.023,0.9906,0.053373591549295774,334.372,10.2366,118.77044999999998,262.72968315301387
-1,-1363.875,77.9,9.6564,-0.0085,0.9898,0.0701,849.4368,8.9153,37.5,262.72968315301387
-1,-6155.25,78.42,13.7,-0.0145,0.9903,0.087,197.8501,7.3915,68.0851,262.72968315301387
-1,-3327.75,77.17,6.5191,-0.025,0.9909,0.053373591549295774,101.7296,6.2099,70.7483,257.1109999999999
-1,-3808.75,63.93999999999998,5.3118,-0.0164,0.9917,0.053373591549295774,396.3992,6.5321,68.6275,257.1109999999999
-1,-1363.875,63.93999999999998,7.7745,-0.0226,0.9905,0.11042077464788733,137.0654,7.4028,106.383,265.704
-1,-4046.5,78.11,15.59685,-0.056650000000000006,0.9903,0.11042077464788733,498.2372,11.5059,106.136,262.72968315301387
-1,-3048.75,76.23,-0.3327,-0.022,0.991,0.053373591549295774,301.8447,8.7149,103.5971,263.48400000000004
-1,-3482.5,78.42,15.59685,-0.056650000000000006,0.99,0.0312,549.2828,7.405,81.6327,268.766
-1,-3648.25,78.42,15.59685,-0.0216,0.9907,0.0333,345.3572,9.199,118.77044999999998,262.72968315301387
-1,-4171.0,78.1,6.7073,-0.0207,0.9912,0.053373591549295774,224.9126,7.5826,90.9953,267.658
-1,-6375.125,63.93999999999998,15.59685,-0.0171,0.9903,0.0322,67.9675,8.9311,65.3846,262.72968315301387
-1,-4952.75,78.67,11.4855,-0.0243,0.9904,0.11042077464788733,383.3305,6.5779,62.3377,262.72968315301387
-1,-2987.5,78.11,15.59685,-0.0234,0.9904,0.0338,160.4211,7.0535,118.77044999999998,262.72968315301387
-1,-5217.5,76.99,13.7255,-0.0158,0.9901,0.11042077464788733,96.0642,6.5319,92.6503,262.72968315301387
-1,-4766.5,74.48,15.59685,-0.0205,0.9902,0.0503,117.9898,6.1733,37.594,264.98400000000004
-1,-3654.6667,77.83,5.5782,-0.0284,0.9908,0.11042077464788733,198.8674,7.2697,75.5906,257.1109999999999
-1,-4373.25,76.23,5.9945,-0.0218,0.9905,0.053373591549295774,214.3523,6.4332,0.0,257.1109999999999
-1,-1945.0,78.1,2.7764,-0.0532,0.9905,0.053373591549295774,231.147,7.2386,0.0,265.548
-1,-5091.75,76.23,2.6173,-0.0333,0.9909,0.053373591549295774,194.6561,7.737,68.8372,264.592
-1,-2348.75,65.12,15.59685,-0.0204,0.9906,0.0555,180.394,7.3058,111.3924,262.72968315301387
-1,-4349.75,77.83,5.4191,-0.03,0.9905,0.0377,102.7116,6.6324,44.3243,257.1109999999999
-1,-5063.0,63.93999999999998,5.9136,-0.0274,0.9906,0.0294,912.5788,8.0468,57.4713,267.98400000000004
-1,-5049.3333,77.83,5.3782,-0.0233,0.9907,0.1008,142.673,6.2814,34.7826,257.1109999999999
-1,-6115.25,63.93999999999998,-11.2309,-0.0323,0.9907,0.11042077464788733,317.2605,4.6363,87.2093,262.72968315301387
-1,-3583.25,76.05,-1.8473,-0.0186,0.9906,0.0446,244.0669,7.9274,108.9974,264.774
-1,-4155.3333,78.11,15.59685,-0.016,0.991,0.0878,213.6734,10.4706,46.1825,262.72968315301387
-1,-4306.25,78.67,15.4555,-0.056650000000000006,0.9905,0.0447,912.5788,8.7458,52.4345,262.72968315301387
-1,-2982.25,77.14,-12.0473,-0.0461,0.9867000000000001,0.053373591549295774,255.6748,8.8738,99.5475,264.158
-1,-4581.25,77.14,-10.2673,-0.0187,0.9892,0.053373591549295774,200.711,9.5868,57.4163,264.272
-1,-3790.75,63.93999999999998,1.1591,-0.0139,0.9909,0.11042077464788733,227.1319,8.4643,56.6372,257.1109999999999
-1,-4624.0,76.97,15.59685,-0.0281,0.9905,0.024,332.5041,6.079,73.6196,265.068
-1,-5042.0,63.93999999999998,0.7218,-0.0212,0.9867000000000001,0.0443,456.7173,7.6438,56.1743,268.656
-1,-3292.75,76.97,12.1609,-0.0024,0.9904,0.0653,141.2291,6.7985,60.1073,263.026
-1,-4564.0,63.93999999999998,5.7855,-0.012,0.9912,0.0203,406.1546,5.8884,56.9444,262.72968315301387
-1,-3931.0,63.93999999999998,14.4382,0.0007,0.9867000000000001,0.11042077464788733,324.3116,5.7933,73.5254,267.928
-1,-3971.0,77.24,11.6964,-0.0219,0.9907,0.0225,214.8278,7.9831,118.77044999999998,262.72968315301387
-1,-3741.25,63.93999999999998,15.59685,-0.056650000000000006,0.9908,0.0435,533.7271,8.769,118.77044999999998,269.128
-1,-1363.875,67.17,15.59685,-0.0216,0.9867000000000001,0.0345,846.0475,4.8903,39.0746,262.72968315301387
-1,-2615.75,63.93999999999998,1.1273,-0.0207,0.9905,0.0263,171.6787,6.8865,43.3666,262.72968315301387
-1,-5833.0,63.93999999999998,15.59685,-0.0149,0.9905,0.0873,170.7913,6.4506,118.77044999999998,269.33
-1,-2496.75,77.83,5.4018,-0.0435,0.9902,0.0254,104.2385,7.2358,94.6565,262.72968315301387
-1,-1787.0,77.92,15.59685,-0.0174,0.9906,0.0211,224.515,5.149,43.7659,264.13
-1,-3714.5,63.93999999999998,15.59685,-0.0291,0.9905,0.0632,207.882,9.8384,47.8261,264.282
-1,-3489.0,77.17,-0.84,-0.0278,0.9904,0.053373591549295774,155.0849,7.4091,60.0375,265.54
-1,-4342.5,78.67,15.59685,-0.0169,0.9906,0.11042077464788733,637.3353,9.1172,57.7049,262.72968315301387
-1,-6375.125,65.12,15.59685,-0.0332,0.9904,0.11042077464788733,127.9336,6.1538,45.478,267.386
-1,-3677.75,63.93999999999998,-6.5391,-0.0093,0.9909,0.0515,373.36800000000005,4.8512,33.7079,266.48400000000004
-1,-1776.25,64.39,0.1518,-0.0183,0.9904,0.0323,912.5788,7.5625,47.5524,257.1109999999999
-1,-3965.25,64.39,2.8245,-0.0295,0.9905,0.0665,167.7905,8.0296,36.0,262.72968315301387
-1,-4335.0,77.59,12.1818,0.0108,0.9911,0.0444,278.8564,7.7837,87.8981,262.72968315301387
-1,-3713.25,65.34,15.59685,-0.0425,0.9867000000000001,0.11042077464788733,180.4263,7.0277,63.621,262.72968315301387
-1,-3835.75,63.93999999999998,-1.1609,-0.0033,0.9904,0.0328,129.9548,5.1175,73.6,267.01
-1,-3076.25,75.03,15.59685,-0.0062,0.9906,0.0381,40.4259,7.2062,85.8639,262.72968315301387
-1,-3845.0,65.34,15.59685,-0.0159,0.991,0.0448,213.3893,6.4812,39.8385,262.72968315301387
-1,-3426.75,78.42,-11.9682,-0.0267,0.99,0.0856,223.4055,6.7791,37.276,262.72968315301387
-1,-6375.125,63.93999999999998,15.59685,-0.0124,0.9914,0.0825,199.8157,7.8646,57.9439,264.772
-1,-4265.25,63.93999999999998,14.0382,-0.0146,0.9903,0.0292,311.4814,6.577999999999999,30.9524,262.72968315301387
-1,-2576.0,74.48,15.59685,-0.0207,0.9905,0.0354,912.5788,5.5856,41.4458,262.72968315301387
-1,-4612.5,76.57,15.59685,-0.0243,0.9907,0.0262,424.2047,7.7537,64.7975,262.72968315301387
-1,-1457.25,74.48,9.1882,-0.0092,0.9901,0.0202,143.2271,6.4999,45.152,262.72968315301387
-1,-5047.25,64.39,1.5018,-0.0004,0.9867000000000001,0.061,120.8674,11.6649,61.4357,262.72968315301387
