Pass/Fail,Sensor_0,Sensor_2,Sensor_4,Sensor_12,Sensor_23,Sensor_25,Sensor_26,Sensor_33,Sensor_38,Sensor_40,Sensor_41,Sensor_59,Sensor_63,Sensor_64,Sensor_65,Sensor_71,Sensor_78,Sensor_79,Sensor_81,Sensor_89,Sensor_99,Sensor_112,Sensor_116,Sensor_117,Sensor_120,Sensor_121,Sensor_138,Sensor_153,Sensor_156,Sensor_159,Sensor_162,Sensor_170,Sensor_171,Sensor_184,Sensor_210,Sensor_211,Sensor_212,Sensor_217,Sensor_222,Sensor_227,Sensor_228,Sensor_247,Sensor_267,Sensor_270,Sensor_291,Sensor_294,Sensor_295,Sensor_297,Sensor_301,Sensor_306,Sensor_320,Sensor_337,Sensor_339,Sensor_344,Sensor_348,Sensor_349,Sensor_350,Sensor_352,Sensor_355,Sensor_356,Sensor_359,Sensor_360,Sensor_385,Sensor_411,Sensor_412,Sensor_423,Sensor_426,Sensor_429,Sensor_433,Sensor_435,Sensor_441,Sensor_460,Sensor_471,Sensor_475,Sensor_476,Sensor_491,Sensor_494,Sensor_495,Sensor_496,Sensor_510,Sensor_539,Sensor_551,Sensor_553,Sensor_554,Sensor_557,Sensor_560,Sensor_561,Sensor_562,Sensor_565,Sensor_567,Sensor_569,Sensor_571,Sensor_572,Sensor_574,Sensor_575,Sensor_576,Sensor_583,Sensor_585,Sensor_589
-1,3051.44,2184.4333,1.4668,209.85114999999996,-3883.5,0.898,1.7822,8.7977,86.6693,78.11,3.872,-1.1927,12.64,21.1927,24.2607,104.6736,-0.0498,0.0298,-0.056650000000000006,0.1935,0.0046,0.457537676056338,0.9908,59.5615,6.3399,15.77,52.8,0.02935,0.0583,2060.5,216.0,0.7531,0.093,0.0673,0.1587,0.0189,0.0651,0.0601,0.0018,0.0369,0.03420000000000001,0.053373591549295774,0.0263,26.6977,0.0184,912.5788,266.8562,105.3482,1.0879,0.0368,0.0206,1.1474,6.1663,11.0018,0.044899999999999995,0.0081,0.0295,0.021,0.0281,1.5788,0.0215,0.0006,0.011426995305164318,2.4171,23.1387,44.9602,3.05365,4.1112,25.907,2.8616,0.8987,34.3904,9.5918,2.6624,6.6225,0.7578,0.1816,7.5967,20.6583,55.0265,1.1299,1.13,7.1552,0.4541,1.5411,0.0391,13.9158,258.406,0.1938,0.0775,23.8168,2.2354,9.93,3.4410000000000003,0.0948,1.8622,0.0151,3.0063,52.2039
-1,2988.31,2224.6222,1.2924,192.9787,-2053.0,0.67205,1.7109999999999996,9.2007,87.85059999999999,74.57,1.946,15.59685,5.9718,19.5791,24.8005,112.0904,-0.0538,0.057850000000000006,-0.0144,0.2599,0.0223,0.4691,0.9867000000000001,57.1724,6.3944,15.85,64.0999,0.0105,0.038,2060.5,265.0,0.5969,0.1513,0.091,0.1572,0.10470000000000002,0.095,0.0706,0.0009,0.0175,0.0158,0.0706,0.0351,28.7735,0.0104,912.5788,562.8794,125.7229,1.0392,0.0579999999999999,0.0257,1.0242,6.2619,22.4095,0.044899999999999995,0.0455,0.042,0.0251,0.0339,0.9867,0.0299,0.0003,0.0153,2.8814,31.185,57.364,1.0833,2.7009,326.1538,10.417850000000001,0.7015,21.2039,6.1370000000000005,3.26,21.0437,2.3552,0.0922,7.8485,62.8936,118.77044999999998,1.5106,0.85,7.8265,0.3892,1.1509,0.0294,12.4295,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.312,8.53,2.8829,0.0954,1.5911,0.0078,1.5352,100.2745
-1,3028.02,2270.2556,1.395,195.1742,-3654.5,1.2745,2.0055,9.1283,86.2537,73.95,3.86,-8.1182,16.6636,28.1182,37.6915,92.166,-0.0073,-0.0353,-0.0394,0.1692,0.067,0.457537676056338,0.9905,59.1715,6.337000000000001,15.85,48.0,0.0137,0.0307,601.0,1748.0,0.5857,0.0385,0.0664,0.0443,0.0571,0.0925,0.0669,0.006,0.0213,0.0217,0.053373591549295774,0.0351,24.4622,0.0091,301.6514,96.8035,933.2947,0.9735,0.0176,0.0252,0.6749,7.1772,30.8301,0.0113,0.0289999999999999,0.0431,0.0192,0.0286,1.0631,0.0272,0.0019,0.011426995305164318,2.1143,14.3036,51.9767,1.4197,2.1985,71.4928,2.1441,0.6783,19.4794,7.5067,3.0708,20.9306,1.6780000000000002,0.6162,10.5708,55.6,68.5315,1.5106,0.97,7.0198,0.4229,1.2759,0.1946,53.157,263.276,0.1165,0.0519,19.9909,2.1113,8.43,2.766,0.0766,1.5675,0.0108,2.1574,82.0989
-1,3032.73,2270.2556,1.395,195.3425,-3617.5,0.9333,1.7835,8.5762,87.4811,74.04,4.768,-5.5327,9.6391,25.5327,34.0855,110.5151,-0.162,-0.0423,-0.0291,0.1825,0.0065,0.457537676056338,0.9911,58.6493,6.2676,15.85,48.0,0.0126,0.0725,1653.0,1895.0,0.6997,0.1451,0.1344,0.0545,0.0817,0.0395,0.166,0.0015,0.0176,0.0171,0.053373591549295774,0.0351,24.6061,0.0219,733.2587,145.96200000000002,874.9561,0.8833,0.0587,0.0331,1.4931,7.4928,20.1499,0.0225,0.0337,0.0168,0.0128,0.08185,1.1421,0.0113,0.0006,0.011426995305164318,2.1143,14.3036,59.4889,1.3003,5.1695,368.1399,1.5699,0.8227,21.098000000000003,6.2616,2.9483,10.2185,1.1747,0.154,6.7594,28.2881,89.7338,1.5106,1.2307115531752104,7.703873527161439,0.5036574598316756,1.6230700076511093,0.0334,15.8112,263.682,0.1089,0.0486,18.6964,2.1849,10.26,3.5183,0.1343,1.9291,0.0105,2.0979,82.0989
-1,3040.34,2207.3889,1.2043,196.2746,-4149.25,1.3330000000000002,1.9803,8.6397,86.7217,63.93999999999998,1.1575000000000006,0.4836,11.7073,19.5164,26.2174,111.8165,0.0022,-0.0156,-0.0344,0.214,0.0372,0.457537676056338,0.9904,59.4838,6.306,15.87,74.7,0.0142,0.0776,1036.0,5475.0,0.8505,0.1437,0.1215,0.0622,0.0479,0.0772,0.0384,0.0097,0.0196,0.0158,0.053373591549295774,0.0322,27.5221,0.0251,441.7317,279.3486,2552.7019,0.9083,0.0618,0.0356,1.7522,7.8185,23.8837,0.0185,0.0225,0.0339,0.0116,0.021,2.0058,0.0279,0.0027,0.011426995305164318,3.3841,43.264,62.9543,1.4616,5.4616,357.0264,3.3329,0.9965,20.4401,7.2194,2.9759,13.6881,1.4014,1.0065,11.2863,24.4635,102.9126,1.393,1.48,6.18,0.6754,1.9857,0.1103,66.9167,263.066,0.091,0.036,16.3603,2.282,6.0,2.3022,0.0921,1.1273,0.0117,2.3737,82.0989
-1,2988.3,2208.8556,1.5509,197.1793,-4006.5,1.318,2.0157,8.6789,86.6867,76.9,1.279,15.59685,9.9538,17.5264,22.8371,112.5148,0.0025,0.057850000000000006,-0.0111,0.1969,0.1246,0.4675,0.9904,59.1313,6.3534,15.87,47.2,0.0146,0.0414,906.0,1672.0,0.9386,0.0356,0.1186,0.156,0.0488,0.0767,0.0855,0.0009,0.0166,0.0171,0.0283,0.0322,26.5934,0.0115,432.2865,171.1695,757.98,0.5848,0.0128,0.0394,1.7887,6.4949,50.93910000000001,0.0429,0.0207,0.0395,0.0258,0.0352,1.0112,0.026,0.0003,0.0057,2.1369,18.9304,78.1223,1.5012,2.9399,131.0858,3.5223,1.1054,23.213,7.952000000000001,3.1421,32.1569,3.3756,0.0881,4.4588,19.6865,118.77044999999998,1.393,1.33,8.1693,0.6061,1.7842,0.1416,73.9007,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.0642,7.81,2.2358,0.0783,1.4608,0.0169,3.3514,47.1586
-1,2987.32,2200.5473177076624,2.5534,200.8256,-5585.0,1.304,1.97,8.6572,86.6078,63.93999999999998,1.7719999999999998,3.97,9.8192,16.03,22.4489,114.1296,0.0028,0.0308,-0.0458,0.1768,0.0084,0.457537676056338,0.9904,58.8213,6.3013,15.87,57.60302459755312,0.017,0.0712,227.0,7289.0,0.9784,0.0695,0.0931,0.0955,0.0393,0.0925,0.0423,0.0006,0.0144,0.0161,0.053373591549295774,0.0322,19.3185,0.0253,103.8813,181.3781,3645.352,0.522,0.0266,0.0289999999999999,1.5802,6.9721,17.7174,0.0268,0.0163,0.0449,0.0218,0.0192,1.4688,0.0272,0.0002,0.011426995305164318,2.6160863490019315,30.911316355441084,46.266000000000005,1.7554,5.0812,173.6303,4.1624,1.1404,22.8688,6.2285,2.7695,24.9484,2.4056,0.0563,9.1465,62.8936,87.8049,1.393,0.63,6.109,0.2694,0.7907,0.129,88.8535,266.526,0.0606,0.0283,10.397,2.2134,6.86,2.4529,0.0945,1.2913,0.0117,2.3308,47.1586
-1,3014.4528955797564,2207.3889,1.2043,196.6315,-3876.75,1.31,2.0095,8.6397,86.7217,63.93999999999998,1.1575000000000006,0.12,11.5491,19.88,27.2876,99.9672,-0.0275,0.0042,-0.0309,0.1937,-0.0372,0.457537676056338,0.9906,58.6908,6.3145,15.87,74.7,0.0167,0.0421,1001.0,900.0,0.8505,0.1437,0.1097,0.0954,0.0658,0.043,0.0579,0.0017,0.0369,0.0217,0.053373591549295774,0.0322,44.2333,0.0134,430.2875,175.7811,433.9934,0.7874,0.0618,0.0317,1.8395,8.3686,23.1475,0.0241,0.0334,0.0221,0.0237,0.0273,2.4148,0.0149,0.0005,0.011426995305164318,3.3841,43.264,74.1514,1.7251,2.9942,290.5569,0.5474,0.9965,31.3987,5.985,3.1824,16.926,2.1164,0.1697,6.5723,46.1713,64.3929,1.393,1.71,10.8976,0.7116,2.1258,0.0905,51.4535,263.02,0.1376,0.0559999999999999,24.1277,2.0645,8.1,2.8482,0.0644,1.5279,0.0137,2.7729,34.4153
-1,3002.27,2207.3889,1.2043,199.6394,-3641.5,1.3122,1.9715,8.6397,86.7217,63.93999999999998,1.1575000000000006,-3.6564,10.1218,23.6564,31.9128,102.0085,-0.0256,0.0498,-0.039,0.1606,-0.04,0.457537676056338,0.9903,58.9384,6.2861,15.86,74.7,0.0142,0.0776,668.0,1144.0,0.8505,0.1437,0.1032,0.1077,0.0536,0.1043,0.0892,0.0012,0.0155,0.0139,0.053373591549295774,0.0326,27.5221,0.0236,286.4628,185.2647,530.0424,0.7248,0.0618,0.0301,1.8127,8.1658,27.4602,0.0315,0.0228,0.0463,0.0262,0.0394,1.416,0.0311,0.0003,0.011426995305164318,3.3841,43.264,96.9378,1.4638,5.5221,0.0,4.6158,0.9965,38.7618,5.0569,3.2872,25.8499,3.2496,0.1229,6.8893,41.381,42.9066,1.4119,1.33,6.9097,0.5707,1.775,0.1103,66.9167,265.688,0.108,0.043,18.1074,2.3338,7.49,2.6843,0.0863,1.4181,0.0114,2.2849,114.5979
-1,3010.41,2203.9,1.2639,199.0177,-1949.5,0.67205,1.7109999999999996,8.7487,87.85059999999999,63.93999999999998,5.025,15.3536,15.3809,24.6464,33.5962,110.0722,-0.0811,0.057850000000000006,-0.0101,0.1981,0.0,0.4681,0.9906,58.968,6.5034,15.73,67.4001,0.0037,0.0686,2060.5,895.0,0.879,0.1015,0.1008,0.16149999999999998,0.0542,0.0896,0.0277,0.0079,0.031,0.0267,0.0225,0.0745,39.7604,0.0209,912.5788,562.8794,451.8801,0.4816,0.0388,0.0274,1.2514,6.989,25.9075,0.044899999999999995,0.0235,0.04,0.0261,0.0129,1.3111,0.0206,0.0023,0.0044,3.0582,29.2228,116.9855,0.3813,4.8734,235.9921,10.417850000000001,1.0459,33.162,10.3624,2.7948,11.4665,3.2587,0.8118,6.2682,48.7564,60.3279,3.1938,1.66,8.9829,0.7528,2.066,0.0344,14.764,262.72968315301387,0.1456095054095827,0.06008639876352396,21.11767403400309,2.2233,7.17,2.6206,0.1133,1.3383,0.0159,3.1576,125.06
-1,2979.74,2257.1667,1.4918,205.9919,-1975.75,0.67205,1.7109999999999996,8.6942,86.8448,76.33,2.325,2.9964,16.7209,17.0036,24.7224,99.9869,-0.0338,0.0064,-0.0219,0.1502,-0.0632,0.457537676056338,0.9906,59.1446,6.2968,15.98,55.1001,0.0214,0.0664,2060.5,1180.0,0.9265,0.1267,0.1081,0.0403,0.0417,0.0409999999999999,0.095,0.008,0.0189,0.013,0.053373591549295774,0.0236,25.2271,0.0191,912.5788,562.8794,623.1289,0.522,0.0542,0.0332,1.4067,6.0941,19.4626,0.0125,0.0189,0.0168,0.0113,0.0448,0.7292,0.0456,0.0026,0.011426995305164318,2.4411,23.6118,88.5181,2.24,4.7094,221.0773,10.417850000000001,1.0891,18.1568,4.8438,2.7827,11.383,2.1485,0.8246,7.769,15.3589,65.8494,1.0297,0.56,8.7911,0.2431,0.7598,0.0792,51.1223,259.54400000000004,0.1832,0.0806,24.8352,2.253,9.25,2.9887,0.0953,1.7367,0.026000000000000006,5.21645,125.06
-1,3067.35,2257.1667,1.4918,206.4033,-4712.25,1.2977,2.0137,9.7997,87.5241,78.25,2.773,-6.9155,19.5391,26.9155,34.5361,110.3976,-0.0241,0.0055,-0.0387,0.1732,-0.0521,0.457537676056338,0.9907,58.7381,6.391,15.98,55.1001,0.0213,0.0273,542.0,1748.0,1.0498,0.1917,0.1131,0.0488,0.10470000000000002,0.0963,0.0796,0.013699999999999999,0.0155,0.0113,0.053373591549295774,0.0236,18.7521,0.0083,243.4904,307.8943,747.5638,0.9233,0.0715,0.0314,1.6294,9.2493,25.5542,0.0131,0.0455,0.0431,0.0192,0.0412,1.2011,0.026,0.0046,0.011426995305164318,2.4411,23.6118,85.4348,2.2223,1.9415,95.9122,5.7107,1.2364,15.4569,7.1962,4.2039,15.2357,2.442673118971061,1.3944999999999999,5.925,62.8936,48.0962,1.0297,1.2307115531752104,7.703873527161439,0.5036574598316756,1.6230700076511093,0.0334,15.8112,259.91,0.2233,0.0959,30.4914,2.3075,5.4,1.7463,0.1408,1.018,0.0083,1.6593,125.06
-1,2988.99,2223.0333,1.3548,199.6076,-4466.5,1.3125,2.0017,8.9336,86.8595,76.69,2.678,15.59685,9.3895,22.6127,27.4102,171.74984999999998,-0.0809,0.057850000000000006,-0.0076,0.1695,-0.0205,0.47422464788732405,0.9906,58.6421,6.242000000000001,15.98,66.8,0.0123,0.0567,455.0,977.0,0.8976,0.0835,0.1515,0.16149999999999998,0.10470000000000002,0.06,0.0394,0.002,0.0289,0.03,0.0332,0.0381,28.6566,0.0194,190.1736,177.2362,439.7964,1.2554,0.0383,0.0419,2.0018,7.2913,9.6176,0.044899999999999995,0.0455,0.0267,0.0249,0.0202,0.8788,0.0227,0.0006,0.0077,3.0049,22.1358,90.9661,1.2655,4.0595,833.2623,5.5951,1.0644,30.4356,6.4521,3.2402,15.6314,4.941799999999999,0.1988,10.5479,25.8214,69.6774,1.6664,0.37,5.289,0.1609,0.5048,0.0456,20.9776,265.49,0.2008,0.0961,23.5268,2.3265,9.37,3.3671,0.0753,1.7732,0.0158,3.1232,216.9552
-1,2972.78,2190.4889,0.8614,206.4436,-4005.0,0.8902,1.802,8.8388,85.73010000000001,76.67,4.07,13.1136,13.3609,26.8864,37.2145,97.2744,-0.063,0.057850000000000006,0.0061,0.2003,-0.0586,0.4737,0.9904,58.0546,6.2931,15.98,60.8,0.0214,0.0529,724.0,307.0,0.8333,0.0324,0.1841,0.16149999999999998,0.0582,0.0765,0.0424,0.0021,0.0304,0.03420000000000001,0.0597,0.0236,30.9815,0.0201,305.296,334.9113,150.1655,0.6042,0.0156,0.0504,2.1842,7.1446,28.2314,0.044899999999999995,0.0274,0.0367,0.0244,0.0177,2.2857,0.0299,0.0006,0.0151,2.7756,68.456,104.03,2.2383,3.7544,45.2469,3.4406,0.9836,15.5713,7.2863,3.1362,25.4735,2.5556,0.212,7.182,47.7237,60.6581,1.0297,1.32,6.0228,0.5415,1.7557,0.0391,13.9158,261.806,0.0972,0.0392,16.4792,2.275,7.41,2.5665,0.145,1.4217,0.0137,2.7205,127.5067
